glyph,certainty,min_x,min_y,max_x,max_y,image_path
Ι,0.26155531058406783,375,1767,453,1841,PSI_XIV_1378r.jpg
Ν,0.15617169849357126,443,1763,530,1833,PSI_XIV_1378r.jpg
Α,0.13980756057299354,513,1764,596,1837,PSI_XIV_1378r.jpg
Κ,0.18720353458197803,580,1761,672,1830,PSI_XIV_1378r.jpg
Ο,0.585262881443681,660,1761,755,1832,PSI_XIV_1378r.jpg
Ν,0.7283852600104053,743,1761,843,1834,PSI_XIV_1378r.jpg
Ε,0.20755274858671122,833,1750,927,1832,PSI_XIV_1378r.jpg
Δ,0.13508386841178685,917,1746,992,1819,PSI_XIV_1378r.jpg
Ι,0.17574200081365296,981,1750,1064,1816,PSI_XIV_1378r.jpg
Ν,0.1626062220733094,1042,1743,1130,1817,PSI_XIV_1378r.jpg
Ν,0.1643621959459855,1118,1726,1214,1815,PSI_XIV_1378r.jpg
Μ,0.12059993252902902,1205,1725,1276,1799,PSI_XIV_1378r.jpg
Ι,0.1484322630170709,387,1852,475,1924,PSI_XIV_1378r.jpg
Ν,0.2007571846470583,459,1854,558,1924,PSI_XIV_1378r.jpg
Ι,0.11793351577277889,542,1854,639,1925,PSI_XIV_1378r.jpg
Ϲ,0.5425608187171861,625,1849,722,1923,PSI_XIV_1378r.jpg
Χ,0.8842443489095191,708,1851,801,1926,PSI_XIV_1378r.jpg
Ε,0.8263585222281808,785,1843,884,1919,PSI_XIV_1378r.jpg
Ι,0.19946264658821836,869,1849,982,1935,PSI_XIV_1378r.jpg
Ι,0.13666663531458914,991,1838,1067,1912,PSI_XIV_1378r.jpg
Ν,0.12036996228913159,1050,1829,1155,1917,PSI_XIV_1378r.jpg
Ν,0.19132255982495075,387,1951,458,2022,PSI_XIV_1378r.jpg
Ν,0.14987612057497135,446,1949,523,2019,PSI_XIV_1378r.jpg
Ν,0.14015566619588907,525,1949,621,2012,PSI_XIV_1378r.jpg
Ν,0.12314188221767426,615,1947,715,2004,PSI_XIV_1378r.jpg
Ν,0.14912791110048904,698,1942,792,2008,PSI_XIV_1378r.jpg
Ν,0.17091564941058796,778,1937,849,2009,PSI_XIV_1378r.jpg
Ν,0.1314500710473385,825,1938,920,2024,PSI_XIV_1378r.jpg
Ν,0.1511583668543112,913,1942,1025,2029,PSI_XIV_1378r.jpg
Ε,0.658207227758023,1014,1934,1103,2009,PSI_XIV_1378r.jpg
Κ,0.36150441328961935,1089,1935,1186,2004,PSI_XIV_1378r.jpg
Ι,0.23399754663846578,1166,1931,1242,2003,PSI_XIV_1378r.jpg
Ν,0.10638140177569315,708,2039,810,2111,PSI_XIV_1378r.jpg
Ι,0.16383916784471025,796,2038,893,2113,PSI_XIV_1378r.jpg
Ι,0.16204696045658068,892,2042,964,2112,PSI_XIV_1378r.jpg
Ν,0.2925620470618558,950,2028,1047,2103,PSI_XIV_1378r.jpg
Ν,0.13675649098402848,1035,2029,1085,2101,PSI_XIV_1378r.jpg
Ν,0.13377716923877836,1076,2026,1175,2099,PSI_XIV_1378r.jpg
Ι,0.20737082910701893,1152,2025,1241,2099,PSI_XIV_1378r.jpg
Ν,0.11541955984840999,459,2041,541,2102,PSI_XIV_1378r.jpg
Ν,0.12611428131713615,534,2045,615,2105,PSI_XIV_1378r.jpg
Ι,0.1836120581025436,580,2137,675,2201,PSI_XIV_1378r.jpg
Α,0.1174833987764971,660,2130,745,2200,PSI_XIV_1378r.jpg
Ν,0.23959898933795248,728,2131,817,2203,PSI_XIV_1378r.jpg
Δ,0.8299038294493514,799,2130,900,2200,PSI_XIV_1378r.jpg
Ι,0.4646771422062573,897,2122,1022,2202,PSI_XIV_1378r.jpg
Ι,0.2102396143462499,1013,2114,1072,2193,PSI_XIV_1378r.jpg
Ν,0.15048347795795083,1018,2117,1133,2189,PSI_XIV_1378r.jpg
Ϲ,0.17814804728125788,1120,2115,1204,2184,PSI_XIV_1378r.jpg
Ε,0.0989126272896013,1191,2118,1265,2187,PSI_XIV_1378r.jpg
Ϲ,0.20560902879308107,229,2186,319,2246,PSI_XIV_1378r.jpg
Μ,0.19864730786947035,323,2188,395,2240,PSI_XIV_1378r.jpg
Ε,0.13799510809134902,375,2188,449,2237,PSI_XIV_1378r.jpg
Ε,0.10937910805549225,458,2180,544,2235,PSI_XIV_1378r.jpg
Ν,0.12622719173175234,489,2189,572,2237,PSI_XIV_1378r.jpg
Ι,0.09086540368651243,557,2189,629,2241,PSI_XIV_1378r.jpg
Ι,0.17826595976968226,18,2265,82,2339,PSI_XIV_1378r.jpg
Ν,0.12118814539662541,74,2255,174,2333,PSI_XIV_1378r.jpg
Ι,0.19398470889284994,77,2248,153,2339,PSI_XIV_1378r.jpg
Ι,0.14612712284776802,132,2256,239,2331,PSI_XIV_1378r.jpg
Ϲ,0.12796228244956698,211,2252,299,2316,PSI_XIV_1378r.jpg
Ϲ,0.12178680149667291,271,2244,362,2307,PSI_XIV_1378r.jpg
Μ,0.30981237639068954,358,2235,432,2300,PSI_XIV_1378r.jpg
Α,0.2945424848756125,422,2227,517,2293,PSI_XIV_1378r.jpg
Α,0.2171751685663803,503,2228,621,2289,PSI_XIV_1378r.jpg
Μ,0.197208592807482,612,2223,716,2293,PSI_XIV_1378r.jpg
Ε,0.3256486254896347,704,2223,796,2288,PSI_XIV_1378r.jpg
Ν,0.17196530108579852,776,2221,863,2293,PSI_XIV_1378r.jpg
Ν,0.1309889477970722,846,2219,930,2293,PSI_XIV_1378r.jpg
Ν,0.12736477769158613,916,2212,973,2280,PSI_XIV_1378r.jpg
Ϲ,0.34896914893056197,965,2201,1056,2274,PSI_XIV_1378r.jpg
Ϲ,0.6293766764437907,1043,2202,1135,2270,PSI_XIV_1378r.jpg
Ϲ,0.16480156523267153,1123,2202,1210,2269,PSI_XIV_1378r.jpg
Ι,0.23772832652698808,331,2314,401,2389,PSI_XIV_1378r.jpg
Ϲ,0.3222040546389507,394,2307,477,2377,PSI_XIV_1378r.jpg
Ϲ,0.14025238212053381,455,2306,544,2374,PSI_XIV_1378r.jpg
Ν,0.18439799139222918,529,2312,629,2380,PSI_XIV_1378r.jpg
Ν,0.14233856995412553,628,2310,708,2379,PSI_XIV_1378r.jpg
Α,0.22628068234201643,689,2303,788,2393,PSI_XIV_1378r.jpg
Μ,0.9673330868829303,771,2309,881,2385,PSI_XIV_1378r.jpg
Ε,0.35917997614623437,865,2308,951,2381,PSI_XIV_1378r.jpg
Μ,0.30137208985529024,934,2289,1040,2361,PSI_XIV_1378r.jpg
Ε,0.2191725773761549,1028,2293,1116,2361,PSI_XIV_1378r.jpg
Μ,0.36783524277797297,1105,2294,1207,2362,PSI_XIV_1378r.jpg
Ε,0.12817468447818056,1197,2293,1269,2364,PSI_XIV_1378r.jpg
Ι,0.21770065359790172,338,2411,411,2481,PSI_XIV_1378r.jpg
Ν,0.1327379686971656,396,2413,489,2482,PSI_XIV_1378r.jpg
Ν,0.1586557526066798,457,2405,559,2482,PSI_XIV_1378r.jpg
Ν,0.13661601393798783,496,2408,562,2481,PSI_XIV_1378r.jpg
Ν,0.130990827900273,554,2403,660,2483,PSI_XIV_1378r.jpg
Ν,0.12066143547953229,644,2405,729,2478,PSI_XIV_1378r.jpg
Ν,0.18258382301889767,708,2409,781,2482,PSI_XIV_1378r.jpg
Ϲ,0.1920266151018684,765,2409,857,2482,PSI_XIV_1378r.jpg
Ι,0.14375495004869127,840,2402,933,2478,PSI_XIV_1378r.jpg
Ν,0.31620845593922203,921,2388,1014,2459,PSI_XIV_1378r.jpg
Ν,0.13490424156831043,1003,2384,1089,2454,PSI_XIV_1378r.jpg
Α,0.1458695754436081,1086,2381,1171,2460,PSI_XIV_1378r.jpg
Ι,0.13350965434297474,1157,2384,1243,2459,PSI_XIV_1378r.jpg
Ϲ,0.441353646632816,1377,505,1485,613,P_06869_Z_494ff_R_001.jpg
Δ,0.17010159946163245,1453,516,1585,616,P_06869_Z_494ff_R_001.jpg
Ι,0.1225585947424877,1563,506,1680,608,P_06869_Z_494ff_R_001.jpg
Ν,0.24785034089803099,2929,505,3046,614,P_06869_Z_494ff_R_001.jpg
Ε,0.12913336553146484,3033,511,3135,603,P_06869_Z_494ff_R_001.jpg
Ϲ,0.20236528305245646,3122,507,3234,592,P_06869_Z_494ff_R_001.jpg
Ν,0.24578220587941954,3240,507,3339,586,P_06869_Z_494ff_R_001.jpg
Μ,0.42337923519682796,3327,502,3459,582,P_06869_Z_494ff_R_001.jpg
Ν,0.11333539620958474,3402,503,3464,580,P_06869_Z_494ff_R_001.jpg
Ε,0.7302286526102875,3458,507,3558,606,P_06869_Z_494ff_R_001.jpg
Ν,0.8416261051074945,3544,511,3663,602,P_06869_Z_494ff_R_001.jpg
Ε,0.28206810061677906,3650,512,3745,604,P_06869_Z_494ff_R_001.jpg
Ϲ,0.38565602489935774,3731,498,3827,600,P_06869_Z_494ff_R_001.jpg
Τ,0.22759457047655482,1088,516,1197,633,P_06869_Z_494ff_R_001.jpg
Ο,0.7001096354710374,1187,513,1296,623,P_06869_Z_494ff_R_001.jpg
Τ,0.1465748225092332,3853,520,3939,607,P_06869_Z_494ff_R_001.jpg
Υ,0.16326130528621377,3045,614,3105,678,P_06869_Z_494ff_R_001.jpg
Ε,0.12486169793965292,3321,634,3436,732,P_06869_Z_494ff_R_001.jpg
Ν,0.156975099986277,3445,636,3567,767,P_06869_Z_494ff_R_001.jpg
Ε,0.7708394920249518,3553,629,3643,729,P_06869_Z_494ff_R_001.jpg
Τ,0.22344581979489692,3616,623,3710,722,P_06869_Z_494ff_R_001.jpg
Ν,0.1238585442959167,3675,644,3792,729,P_06869_Z_494ff_R_001.jpg
Μ,0.39506803319726225,3734,635,3821,726,P_06869_Z_494ff_R_001.jpg
Ε,0.32371288991329017,3800,626,3891,721,P_06869_Z_494ff_R_001.jpg
Ι,0.11378170358413789,3880,618,3970,703,P_06869_Z_494ff_R_001.jpg
Ε,0.13305370556375248,1808,643,1892,739,P_06869_Z_494ff_R_001.jpg
Υ,0.394421717999787,1882,644,1981,751,P_06869_Z_494ff_R_001.jpg
Ϲ,0.4536686007043791,1966,636,2058,737,P_06869_Z_494ff_R_001.jpg
Δ,0.4694768506097002,2040,623,2158,735,P_06869_Z_494ff_R_001.jpg
Ε,0.16097966355581406,2138,625,2250,729,P_06869_Z_494ff_R_001.jpg
Ε,0.10957278063335357,2232,637,2326,733,P_06869_Z_494ff_R_001.jpg
Ν,0.11021442280060831,1081,655,1184,755,P_06869_Z_494ff_R_001.jpg
Τ,0.18843065748522,1166,649,1258,750,P_06869_Z_494ff_R_001.jpg
Ϲ,0.6640378182742859,1242,652,1325,745,P_06869_Z_494ff_R_001.jpg
Ν,0.12273013590455897,1330,648,1429,745,P_06869_Z_494ff_R_001.jpg
Ν,0.15240353346957666,1410,643,1509,745,P_06869_Z_494ff_R_001.jpg
Μ,0.9621288157470503,1490,632,1642,749,P_06869_Z_494ff_R_001.jpg
Ι,0.17275524521396915,1622,619,1742,751,P_06869_Z_494ff_R_001.jpg
Ε,0.09966075821824004,1681,604,1773,713,P_06869_Z_494ff_R_001.jpg
Ω,0.10716094862386281,828,672,911,764,P_06869_Z_494ff_R_001.jpg
Ν,0.1000098818223392,4377,711,4462,796,P_06869_Z_494ff_R_001.jpg
Ν,0.11828618418734553,3031,749,3099,835,P_06869_Z_494ff_R_001.jpg
Ν,0.16067622140378576,3091,761,3172,844,P_06869_Z_494ff_R_001.jpg
Ν,0.12699026616439205,3147,768,3192,842,P_06869_Z_494ff_R_001.jpg
Ν,0.0951279054484506,3157,751,3250,843,P_06869_Z_494ff_R_001.jpg
Α,0.7820337075301517,2016,755,2137,865,P_06869_Z_494ff_R_001.jpg
Ν,0.2998650561946193,2114,752,2254,861,P_06869_Z_494ff_R_001.jpg
Ε,0.5899390154220717,2234,750,2333,859,P_06869_Z_494ff_R_001.jpg
Ν,0.15065856022903834,2320,750,2440,846,P_06869_Z_494ff_R_001.jpg
Υ,0.16805844101009232,2393,746,2494,838,P_06869_Z_494ff_R_001.jpg
Ε,0.44386814586439444,2478,752,2576,834,P_06869_Z_494ff_R_001.jpg
Δ,0.1959035940376773,3315,762,3410,856,P_06869_Z_494ff_R_001.jpg
Ε,0.15000858097511338,3396,770,3493,854,P_06869_Z_494ff_R_001.jpg
Ϲ,0.40290290735565515,3472,752,3541,837,P_06869_Z_494ff_R_001.jpg
Ϲ,0.691700352022892,3529,756,3647,853,P_06869_Z_494ff_R_001.jpg
Ϲ,0.13949793342259004,3630,748,3735,856,P_06869_Z_494ff_R_001.jpg
Τ,0.4602755151467537,839,777,976,882,P_06869_Z_494ff_R_001.jpg
Υ,0.1695431454632507,968,763,1116,873,P_06869_Z_494ff_R_001.jpg
Δ,0.6739826583362493,1112,761,1208,861,P_06869_Z_494ff_R_001.jpg
Ο,0.8696459023120603,1191,773,1283,859,P_06869_Z_494ff_R_001.jpg
Ϲ,0.5290048646000318,1269,773,1356,863,P_06869_Z_494ff_R_001.jpg
Ϲ,0.456763923199617,1341,771,1441,874,P_06869_Z_494ff_R_001.jpg
Ο,0.6545503908994955,1425,779,1525,869,P_06869_Z_494ff_R_001.jpg
Υ,0.7983251187526661,1502,767,1601,876,P_06869_Z_494ff_R_001.jpg
Ϲ,0.12072173946656198,1578,757,1691,866,P_06869_Z_494ff_R_001.jpg
Ι,0.12093438624670964,4383,801,4499,919,P_06869_Z_494ff_R_001.jpg
Τ,0.13254329211895663,3552,865,3641,965,P_06869_Z_494ff_R_001.jpg
Ϲ,0.15019298000671052,3613,874,3698,971,P_06869_Z_494ff_R_001.jpg
Ε,0.5513966473493929,1950,880,2044,984,P_06869_Z_494ff_R_001.jpg
Γ,0.26727310278911764,2029,874,2120,985,P_06869_Z_494ff_R_001.jpg
Α,0.2602588077272265,2097,871,2191,979,P_06869_Z_494ff_R_001.jpg
Ν,0.5003173691113821,2176,871,2300,983,P_06869_Z_494ff_R_001.jpg
Ε,0.23764320415984563,2281,877,2367,972,P_06869_Z_494ff_R_001.jpg
Ι,0.20247633520627736,2351,872,2430,982,P_06869_Z_494ff_R_001.jpg
Ϲ,0.3257288620722465,2412,887,2499,975,P_06869_Z_494ff_R_001.jpg
Ο,0.3769820166369078,2482,896,2586,985,P_06869_Z_494ff_R_001.jpg
Ν,0.5373418501908083,2572,873,2704,981,P_06869_Z_494ff_R_001.jpg
Ο,0.13867204740732172,2686,872,2783,968,P_06869_Z_494ff_R_001.jpg
Ν,0.20470975262589172,2763,876,2881,977,P_06869_Z_494ff_R_001.jpg
Ϲ,0.3771081283512757,2866,889,2963,971,P_06869_Z_494ff_R_001.jpg
Ϲ,0.1579750773823933,2950,874,3029,978,P_06869_Z_494ff_R_001.jpg
Λ,0.4848248974520299,3012,857,3108,964,P_06869_Z_494ff_R_001.jpg
Ε,0.10916362755567777,3084,859,3181,968,P_06869_Z_494ff_R_001.jpg
Ι,0.14248024721418023,3152,867,3247,959,P_06869_Z_494ff_R_001.jpg
Ν,0.21292479880781368,831,900,969,1014,P_06869_Z_494ff_R_001.jpg
Ε,0.5842388496293317,952,895,1045,1002,P_06869_Z_494ff_R_001.jpg
Ν,0.14993118079541198,1031,903,1130,1006,P_06869_Z_494ff_R_001.jpg
Δ,0.1442274670871858,1099,897,1164,1003,P_06869_Z_494ff_R_001.jpg
Η,0.7998166967403693,1148,893,1275,1001,P_06869_Z_494ff_R_001.jpg
Δ,0.9797833735370242,1251,880,1377,986,P_06869_Z_494ff_R_001.jpg
Α,0.9601181328103403,1354,881,1468,992,P_06869_Z_494ff_R_001.jpg
Ν,0.6984630243992249,1445,892,1574,992,P_06869_Z_494ff_R_001.jpg
Ε,0.2671807767893426,1557,892,1651,983,P_06869_Z_494ff_R_001.jpg
Ν,0.13815511278954112,1630,888,1734,997,P_06869_Z_494ff_R_001.jpg
Ϲ,0.15977832155594648,1719,926,1806,1019,P_06869_Z_494ff_R_001.jpg
Ν,0.12239332088736708,3322,901,3397,975,P_06869_Z_494ff_R_001.jpg
Ο,0.15000369477654185,3381,882,3508,971,P_06869_Z_494ff_R_001.jpg
Ι,0.11818507254207551,4389,949,4488,1064,P_06869_Z_494ff_R_001.jpg
Ν,0.12588918149113912,1953,998,2032,1149,P_06869_Z_494ff_R_001.jpg
Ϲ,0.5283466779241861,2004,990,2080,1101,P_06869_Z_494ff_R_001.jpg
Ρ,0.16364964327659803,2063,995,2136,1107,P_06869_Z_494ff_R_001.jpg
Ο,0.4272975809428679,2119,1000,2218,1100,P_06869_Z_494ff_R_001.jpg
Ν,0.8590638775181194,2202,994,2332,1097,P_06869_Z_494ff_R_001.jpg
Ν,0.16770555461150274,2309,990,2378,1086,P_06869_Z_494ff_R_001.jpg
Δ,0.5907137144755593,2357,978,2481,1088,P_06869_Z_494ff_R_001.jpg
Η,0.458425783542369,2458,983,2577,1085,P_06869_Z_494ff_R_001.jpg
Ν,0.6772093253763168,2565,988,2690,1095,P_06869_Z_494ff_R_001.jpg
Α,0.1746871529486264,2673,989,2773,1086,P_06869_Z_494ff_R_001.jpg
Τ,0.5605467924999389,2749,983,2836,1087,P_06869_Z_494ff_R_001.jpg
Ε,0.3625326352079734,2819,990,2912,1083,P_06869_Z_494ff_R_001.jpg
Ν,0.16645492555660465,2894,987,2975,1080,P_06869_Z_494ff_R_001.jpg
Ϲ,0.174001387157421,2958,987,3081,1090,P_06869_Z_494ff_R_001.jpg
Ϲ,0.22788724510150496,3060,978,3186,1087,P_06869_Z_494ff_R_001.jpg
Ϲ,0.3624656155332856,3169,987,3269,1085,P_06869_Z_494ff_R_001.jpg
Ν,0.15828066450180248,3245,1000,3308,1093,P_06869_Z_494ff_R_001.jpg
Ν,0.17564071631400338,3266,996,3379,1092,P_06869_Z_494ff_R_001.jpg
Ϲ,0.22629492793581013,3363,996,3461,1086,P_06869_Z_494ff_R_001.jpg
Ν,0.245241533964112,3430,986,3556,1089,P_06869_Z_494ff_R_001.jpg
Ν,0.1411908156799222,3536,980,3628,1086,P_06869_Z_494ff_R_001.jpg
Ν,0.13046792206731694,3609,986,3691,1084,P_06869_Z_494ff_R_001.jpg
Ν,0.14780675260389703,3671,983,3776,1088,P_06869_Z_494ff_R_001.jpg
Ϲ,0.10309297721781392,3751,992,3819,1096,P_06869_Z_494ff_R_001.jpg
Ν,0.11614557543331931,3755,988,3888,1091,P_06869_Z_494ff_R_001.jpg
Ν,0.2414100747826303,3865,982,4003,1096,P_06869_Z_494ff_R_001.jpg
Ε,0.34119912738219765,848,1014,946,1115,P_06869_Z_494ff_R_001.jpg
Υ,0.7925622784149343,924,1014,1032,1122,P_06869_Z_494ff_R_001.jpg
Ρ,0.8642343336100304,1010,1013,1098,1124,P_06869_Z_494ff_R_001.jpg
Ε,0.623067657164173,1083,1011,1179,1114,P_06869_Z_494ff_R_001.jpg
Ν,0.947174063993014,1161,1017,1287,1116,P_06869_Z_494ff_R_001.jpg
Δ,0.8641758853735955,1262,1003,1384,1107,P_06869_Z_494ff_R_001.jpg
Ε,0.815984096686103,1363,1010,1474,1113,P_06869_Z_494ff_R_001.jpg
Υ,0.5477304667043538,1451,1003,1557,1109,P_06869_Z_494ff_R_001.jpg
Ρ,0.5559627762826492,1532,1005,1624,1104,P_06869_Z_494ff_R_001.jpg
Υ,0.8242430692773707,1606,999,1715,1098,P_06869_Z_494ff_R_001.jpg
Ν,0.08830978425213913,4368,1076,4445,1155,P_06869_Z_494ff_R_001.jpg
Τ,0.1043893291773583,1924,1124,2057,1270,P_06869_Z_494ff_R_001.jpg
Ν,0.1443151866704516,2046,1119,2171,1219,P_06869_Z_494ff_R_001.jpg
Ι,0.2383606927283495,2154,1118,2230,1217,P_06869_Z_494ff_R_001.jpg
Ν,0.1709411461640122,2218,1111,2345,1222,P_06869_Z_494ff_R_001.jpg
Ε,0.20225096667783884,2321,1118,2424,1219,P_06869_Z_494ff_R_001.jpg
Ν,0.1933875058307039,2404,1102,2512,1221,P_06869_Z_494ff_R_001.jpg
Υ,0.4006242957353263,2478,1098,2593,1218,P_06869_Z_494ff_R_001.jpg
Δ,0.4230164483747686,2561,1101,2678,1210,P_06869_Z_494ff_R_001.jpg
Ε,0.44313532603012074,2658,1110,2759,1210,P_06869_Z_494ff_R_001.jpg
Ι,0.1774359666368354,2737,1111,2803,1217,P_06869_Z_494ff_R_001.jpg
Ϲ,0.1804217505598993,2785,1111,2872,1220,P_06869_Z_494ff_R_001.jpg
Ι,0.19573103124956315,2850,1118,2950,1217,P_06869_Z_494ff_R_001.jpg
Δ,0.9548481268136336,2936,1099,3047,1209,P_06869_Z_494ff_R_001.jpg
Ο,0.7746912036076874,3030,1117,3118,1209,P_06869_Z_494ff_R_001.jpg
Ϲ,0.8769744080212561,3104,1122,3188,1217,P_06869_Z_494ff_R_001.jpg
Ϲ,0.5130932560692213,3171,1125,3252,1217,P_06869_Z_494ff_R_001.jpg
Υ,0.30128184667256774,3229,1112,3323,1229,P_06869_Z_494ff_R_001.jpg
Δ,0.12502495035236666,3300,1105,3404,1225,P_06869_Z_494ff_R_001.jpg
Υ,0.22661780630773976,3366,1103,3472,1216,P_06869_Z_494ff_R_001.jpg
Ν,0.163169402818666,3443,1105,3569,1209,P_06869_Z_494ff_R_001.jpg
Ν,0.15921473336497427,3554,1110,3686,1221,P_06869_Z_494ff_R_001.jpg
Ϲ,0.1293821424274783,3661,1117,3746,1212,P_06869_Z_494ff_R_001.jpg
Ν,0.17937053021000668,3730,1111,3787,1214,P_06869_Z_494ff_R_001.jpg
Ν,0.13588318373723451,3768,1123,3863,1208,P_06869_Z_494ff_R_001.jpg
Ν,0.13732398230167786,3848,1120,3927,1198,P_06869_Z_494ff_R_001.jpg
Α,0.877679817866905,829,1132,958,1243,P_06869_Z_494ff_R_001.jpg
Κ,0.6426798773730694,933,1134,1058,1241,P_06869_Z_494ff_R_001.jpg
Ρ,0.9308041878606296,1037,1135,1115,1235,P_06869_Z_494ff_R_001.jpg
Ε,0.3221928359898888,1102,1137,1201,1230,P_06869_Z_494ff_R_001.jpg
Ϲ,0.2715384562016262,1180,1128,1278,1236,P_06869_Z_494ff_R_001.jpg
Α,0.6128404259987096,1257,1130,1366,1231,P_06869_Z_494ff_R_001.jpg
Τ,0.6441171793118936,1337,1125,1438,1235,P_06869_Z_494ff_R_001.jpg
Η,0.26870222047924935,1424,1123,1541,1228,P_06869_Z_494ff_R_001.jpg
Ι,0.19302805834333148,1521,1120,1586,1228,P_06869_Z_494ff_R_001.jpg
Κ,0.6410494009131118,1569,1123,1699,1237,P_06869_Z_494ff_R_001.jpg
Ε,0.11028906909305251,365,1211,428,1287,P_06869_Z_494ff_R_001.jpg
Ν,0.13072324053731385,415,1209,476,1278,P_06869_Z_494ff_R_001.jpg
Ν,0.3791174503214617,3569,1233,3700,1334,P_06869_Z_494ff_R_001.jpg
Ν,0.18351164871156717,3679,1229,3777,1323,P_06869_Z_494ff_R_001.jpg
Ν,0.27945482627156204,3760,1227,3913,1320,P_06869_Z_494ff_R_001.jpg
Ϲ,0.1323585773884788,3392,1235,3481,1320,P_06869_Z_494ff_R_001.jpg
Κ,0.8788275340978388,826,1244,948,1368,P_06869_Z_494ff_R_001.jpg
Α,0.6574490750580158,926,1251,1040,1360,P_06869_Z_494ff_R_001.jpg
Ν,0.16404214168035264,1013,1255,1083,1355,P_06869_Z_494ff_R_001.jpg
Ν,0.16649635290421166,1025,1256,1153,1354,P_06869_Z_494ff_R_001.jpg
Α,0.6310488241983004,1140,1246,1253,1356,P_06869_Z_494ff_R_001.jpg
Γ,0.24833453079492238,1226,1247,1372,1351,P_06869_Z_494ff_R_001.jpg
Α,0.6502949763856215,1346,1240,1455,1343,P_06869_Z_494ff_R_001.jpg
Ν,0.1551105303268842,1436,1243,1504,1354,P_06869_Z_494ff_R_001.jpg
Ο,0.411767034260006,1485,1251,1585,1340,P_06869_Z_494ff_R_001.jpg
Ν,0.16528005907722199,1567,1254,1637,1351,P_06869_Z_494ff_R_001.jpg
Ν,0.1113784287142018,1620,1255,1700,1348,P_06869_Z_494ff_R_001.jpg
Μ,0.12866604644983068,1948,1247,2060,1343,P_06869_Z_494ff_R_001.jpg
Ν,0.14884993820413184,2042,1236,2103,1338,P_06869_Z_494ff_R_001.jpg
Ο,0.33751142614091784,2083,1237,2175,1334,P_06869_Z_494ff_R_001.jpg
Κ,0.14423006582380052,2157,1228,2258,1338,P_06869_Z_494ff_R_001.jpg
Ι,0.13384649703314122,2236,1226,2329,1328,P_06869_Z_494ff_R_001.jpg
Ν,0.16048127415955152,2311,1227,2416,1323,P_06869_Z_494ff_R_001.jpg
Ϲ,0.35904297813210095,2398,1226,2500,1328,P_06869_Z_494ff_R_001.jpg
Τ,0.13731370113442762,2478,1226,2579,1323,P_06869_Z_494ff_R_001.jpg
Ε,0.6334124316891271,2562,1224,2670,1322,P_06869_Z_494ff_R_001.jpg
Ν,0.1540458407837032,2647,1221,2744,1328,P_06869_Z_494ff_R_001.jpg
Ϲ,0.256721024487724,2722,1228,2814,1324,P_06869_Z_494ff_R_001.jpg
Κ,0.8057392975727796,2796,1220,2911,1334,P_06869_Z_494ff_R_001.jpg
Α,0.4524391270297805,2891,1213,2995,1325,P_06869_Z_494ff_R_001.jpg
Ι,0.24527534571894077,2975,1224,3043,1327,P_06869_Z_494ff_R_001.jpg
Ν,0.11904687027013834,3030,1220,3120,1324,P_06869_Z_494ff_R_001.jpg
Τ,0.39374678082280273,3105,1227,3174,1322,P_06869_Z_494ff_R_001.jpg
Ε,0.12208471704195019,3188,1222,3288,1331,P_06869_Z_494ff_R_001.jpg
Ϲ,0.4498092611753085,3274,1236,3369,1331,P_06869_Z_494ff_R_001.jpg
Ν,0.15101375305002937,3384,1357,3474,1447,P_06869_Z_494ff_R_001.jpg
Ϲ,0.31860496204601013,3458,1346,3554,1441,P_06869_Z_494ff_R_001.jpg
Ν,0.18500249414965453,3538,1348,3632,1450,P_06869_Z_494ff_R_001.jpg
Ν,0.1142553373969294,3612,1347,3703,1445,P_06869_Z_494ff_R_001.jpg
Ν,0.13914389808580646,3680,1343,3795,1449,P_06869_Z_494ff_R_001.jpg
Ϲ,0.4719642040500893,826,1377,920,1471,P_06869_Z_494ff_R_001.jpg
Κ,0.7607499148994376,906,1373,1016,1476,P_06869_Z_494ff_R_001.jpg
Α,0.14080188410394376,989,1365,1111,1480,P_06869_Z_494ff_R_001.jpg
Ν,0.151865973471018,1086,1374,1157,1476,P_06869_Z_494ff_R_001.jpg
Ν,0.14080082566615096,1139,1368,1254,1474,P_06869_Z_494ff_R_001.jpg
Ν,0.1625578785370948,1235,1361,1320,1471,P_06869_Z_494ff_R_001.jpg
Ν,0.17855161795502497,1304,1355,1391,1463,P_06869_Z_494ff_R_001.jpg
Ε,0.5599280589250702,1372,1362,1493,1468,P_06869_Z_494ff_R_001.jpg
Ν,0.16145346812245315,1469,1351,1578,1472,P_06869_Z_494ff_R_001.jpg
Ν,0.16919728946128504,1562,1363,1638,1463,P_06869_Z_494ff_R_001.jpg
Ν,0.1745046161884556,1622,1356,1710,1467,P_06869_Z_494ff_R_001.jpg
Ι,0.1371435299111414,1691,1375,1815,1465,P_06869_Z_494ff_R_001.jpg
Δ,0.5035849367989677,1808,1382,1925,1466,P_06869_Z_494ff_R_001.jpg
Ι,0.12276365257429638,1910,1357,2020,1466,P_06869_Z_494ff_R_001.jpg
Δ,0.1307767692083412,2002,1345,2122,1455,P_06869_Z_494ff_R_001.jpg
Α,0.17506252657635696,2101,1348,2205,1455,P_06869_Z_494ff_R_001.jpg
Ρ,0.7454945627015146,2185,1346,2275,1455,P_06869_Z_494ff_R_001.jpg
Ε,0.13762167979971693,2259,1352,2352,1453,P_06869_Z_494ff_R_001.jpg
